State,Country,MethAcq,Drug, Potency , Nt Wt ,Seize Year,Seize Month, Post Price 
FL,,P,COCAINE, 88 , 2 ,2007,1, 140 
DC,,P,COCAINE, 82 , 1 ,2007,1, 140 
IN,,P,COCAINE, 54 , 1 ,2007,1, 130 
DC,,P,COCAINE, 81 , 3 ,2007,1, 130 
DC,,P,COCAINE, 82 , 1 ,2007,1, 130 
VA,,P,COCAINE, 58 , 1 ,2007,1, 120 
AZ,,P,COCAINE HYDROCHLORIDE, 85 , 3 ,2007,1, 120 
IL,,P,COCAINE, 59 , 2 ,2007,1, 110 
TX,,P,COCAINE, 67 , 1 ,2007,1, 100 
MT,,P,COCAINE HYDROCHLORIDE, 18 , 1 ,2007,1, 100 
PA,,P,COCAINE, 74 , 1 ,2007,1, 100 
UT,,P,COCAINE HYDROCHLORIDE, 53 , 3 ,2007,1, 100 
MA,,P,COCAINE, 77 , 1 ,2007,1, 100 
TX,,P,COCAINE, 88 , 0 ,2007,1, 100 
MA,,P,COCAINE, 66 , 1 ,2007,1, 100 
,PR,P,COCAINE, 85 , 3 ,2007,1, 100 
VA,,P,COCAINE, 92 , 3 ,2007,1, 100 
IN,,P,COCAINE, 73 , 1 ,2007,1, 100 
WV,,P,COCAINE HYDROCHLORIDE, 66 , 2 ,2007,1, 100 
NY,,P,COCAINE, 90 , 2 ,2007,1, 100 
NY,,P,COCAINE, 83 , 2 ,2007,1, 100 
NY,,P,COCAINE, 82 , 2 ,2007,1, 100 
NY,,P,COCAINE, 80 , 2 ,2007,1, 100 
NY,,P,COCAINE, 93 , 1 ,2007,1, 100 
NY,,P,COCAINE, 71 , 2 ,2007,1, 100 
NY,,P,COCAINE, 81 , 1 ,2007,1, 100 
NY,,P,COCAINE, 87 , 1 ,2007,1, 100 
NY,,P,COCAINE, 76 , 1 ,2007,1, 100 
NY,,P,COCAINE, 89 , 1 ,2007,1, 100 
NY,,P,COCAINE, 86 , 1 ,2007,1, 100 
FL,,P,COCAINE, 79 , 3 ,2007,1, 100 
FL,,P,COCAINE HYDROCHLORIDE, 52 , 3 ,2007,1, 100 
DC,,P,COCAINE, 79 , 2 ,2007,1, 100 
CA,,P,COCAINE HYDROCHLORIDE, 64 , 0 ,2007,1, 100 
FL,,P,COCAINE HYDROCHLORIDE, 87 , 2 ,2007,1, 100 
FL,,P,COCAINE, 80 , 2 ,2007,1, 100 
MD,,P,COCAINE, 93 , 1 ,2007,1, 100 
MD,,P,COCAINE, 91 , 1 ,2007,1, 100 
CA,,P,COCAINE HYDROCHLORIDE, 68 , 0 ,2007,1, 100 
FL,,P,COCAINE, 91 , 2 ,2007,1, 100 
IL,,P,COCAINE HYDROCHLORIDE, 51 , 3 ,2007,1, 100 
IN,,P,COCAINE, 89 , 1 ,2007,1, 100 
WV,,P,COCAINE, 51 , 1 ,2007,1, 100 
MA,,P,COCAINE, 87 , 1 ,2007,1, 100 
MI,,P,COCAINE, 65 , 2 ,2007,1, 100 
NY,,P,COCAINE, 82 , 1 ,2007,1, 90 
MA,,P,COCAINE, 44 , 2 ,2007,1, 80 
MA,,P,COCAINE, 88 , 1 ,2007,1, 80 
NY,,P,COCAINE, 87 , 1 ,2007,1, 80 
GA,,P,COCAINE, 83 , 1 ,2007,1, 70 
NY,,P,COCAINE, 71 , 1 ,2007,1, 60 
PA,,P,COCAINE, 75 , 1 ,2007,1, 60 
NY,,P,COCAINE, 66 , 1 ,2007,1, 60 
NY,,P,COCAINE, 76 , 1 ,2007,1, 60 
TX,,P,COCAINE, 90 , 1 ,2007,1, 60 
CA,,P,COCAINE, 72 , 2 ,2007,1, 60 
IL,,P,"COCAINE, SALT UNDETERMINED", 44 , 2 ,2007,1, 52 
MA,,P,COCAINE, 77 , 1 ,2007,1, 50 
NH,,P,COCAINE, 83 , 0 ,2007,1, 50 
TX,,P,COCAINE, 82 , 1 ,2007,1, 50 
TX,,P,COCAINE, 89 , 1 ,2007,1, 50 
TX,,P,COCAINE, 80 , 0 ,2007,1, 50 
FL,,P,COCAINE, 86 , 0 ,2007,1, 40 
PA,,P,COCAINE, 74 , 0 ,2007,1, 40 
NY,,P,COCAINE, 79 , 1 ,2007,1, 40 
NY,,P,COCAINE, 77 , 1 ,2007,1, 40 
NY,,P,COCAINE, 69 , 0 ,2007,1, 40 
CA,,P,COCAINE, 52 , 1 ,2007,1, 40 
CA,,P,COCAINE, 83 , 1 ,2007,1, 40 
CA,,P,COCAINE, 78 , 1 ,2007,1, 40 
CA,,P,COCAINE, 57 , 1 ,2007,1, 40 
DC,,P,COCAINE, 83 , 0 ,2007,1, 40 
DC,,P,COCAINE, 96 , 0 ,2007,1, 25 
DC,,P,COCAINE, 92 , 0 ,2007,1, 20 
DC,,P,COCAINE, 59 , 0 ,2007,1, 20 
DC,,P,COCAINE, 48 , 0 ,2007,1, 20 
DC,,P,COCAINE, 81 , 0 ,2007,1, 20 
DC,,P,COCAINE, 78 , 0 ,2007,1, 20 
DC,,P,COCAINE, 75 , 0 ,2007,1, 20 
DC,,P,COCAINE, 79 , 0 ,2007,1, 20 
DC,,P,COCAINE, 78 , 0 ,2007,1, 20 
LA,,P,COCAINE, 83 , 0 ,2007,1, 20 
DC,,P,COCAINE, 53 , 0 ,2007,1, 18 
DC,,P,COCAINE, 47 , 0 ,2007,1, 18 
DC,,S,COCAINE, 65 , 3 ,2007,1, -   
DC,,S,COCAINE, 88 , 0 ,2007,1, -   
DC,,S,COCAINE HYDROCHLORIDE, 86 , 0 ,2007,1, -   
MD,,S,COCAINE HYDROCHLORIDE, 84 , 5 ,2007,1, -   
MD,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
AZ,,S,COCAINE HYDROCHLORIDE, 87 ," 31,010 ",2007,1, -   
DC,,S,COCAINE, 85 , 0 ,2007,1, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 83 , 498 ,2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 76 , 71 ,2007,1, -   
FL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
NY,,S,COCAINE, 83 , 4 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 87 ," 1,036 ",2007,1, -   
TX,,S,COCAINE, 84 , 2 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 87 ," 20,920 ",2007,1, -   
WI,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
AZ,,G,COCAINE HYDROCHLORIDE, 89 , 2 ,2007,1, -   
AZ,,S,COCAINE HYDROCHLORIDE, 85 , 25 ,2007,1, -   
AZ,,S,COCAINE, 78 , 33 ,2007,1, -   
DC,,S,COCAINE, 67 , 5 ,2007,1, -   
DC,,S,COCAINE, 91 , 6 ,2007,1, -   
DC,,S,COCAINE, 92 , 4 ,2007,1, -   
DC,,S,COCAINE, 73 , 0 ,2007,1, -   
MD,,S,COCAINE HYDROCHLORIDE, 91 , 6 ,2007,1, -   
MI,,S,COCAINE HYDROCHLORIDE, 82 , 13 ,2007,1, -   
MI,,S,COCAINE HYDROCHLORIDE, 59 , 2 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 84 ," 2,197 ",2007,1, -   
TN,,S,COCAINE, 79 , 248 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 96 , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 1,008 ",2007,1, -   
VA,,S,COCAINE, 79 , 0 ,2007,1, -   
VA,,S,COCAINE, 52 , 5 ,2007,1, -   
VA,,S,COCAINE, 33 , 42 ,2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 88 , 63 ,2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 68 , 590 ,2007,1, -   
VA,,S,COCAINE, 79 , 2 ,2007,1, -   
VA,,S,COCAINE, 62 , 53 ,2007,1, -   
VA,,S,COCAINE, 68 , 3 ,2007,1, -   
VA,,S,COCAINE, 77 , 3 ,2007,1, -   
VA,,S,COCAINE, 71 , 0 ,2007,1, -   
FL,,X,"COCAINE, SALT UNDETERMINED", 4 , 1 ,2007,1, -   
AZ,,S,COCAINE, 76 , 6 ,2007,1, -   
DC,,S,COCAINE, 89 , 0 ,2007,1, -   
DC,,S,COCAINE, 73 , 0 ,2007,1, -   
DC,,S,COCAINE, 67 , 0 ,2007,1, -   
DC,,S,COCAINE, 76 , 3 ,2007,1, -   
DC,,S,COCAINE, 70 , 1 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
FL,,S,COCAINE, 59 , 30 ,2007,1, -   
IN,,S,COCAINE HYDROCHLORIDE, 83 , 995 ,2007,1, -   
IN,,S,COCAINE HYDROCHLORIDE, 84 ," 3,959 ",2007,1, -   
IN,,S,COCAINE HYDROCHLORIDE, 86 ," 1,980 ",2007,1, -   
MA,,S,COCAINE, 79 , 0 ,2007,1, -   
MA,,S,COCAINE, 85 , 1 ,2007,1, -   
MA,,S,COCAINE, 77 , 14 ,2007,1, -   
MA,,S,COCAINE, 71 , 101 ,2007,1, -   
MA,,S,COCAINE, 60 , 445 ,2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 84 , 996 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 74 , 556 ,2007,1, -   
OH,,S,COCAINE, -   , 0 ,2007,1, -   
OH,,S,COCAINE, 78 , 0 ,2007,1, -   
SC,,S,COCAINE HYDROCHLORIDE, 73 ," 5,982 ",2007,1, -   
SC,,S,COCAINE, 82 , 18 ,2007,1, -   
TN,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
TN,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 82 , 68 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 , 60 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 38 ," 1,249 ",2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 1,037 ",2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 38 , 68 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 39 , 109 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 39 , 14 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 88 ," 15,090 ",2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 86 ," 1,003 ",2007,1, -   
TX,,X,COCAINE HYDROCHLORIDE, 82 , 1 ,2007,1, -   
WV,,X,COCAINE, 76 , 3 ,2007,1, -   
WI,,G,COCAINE HYDROCHLORIDE, 38 , 0 ,2007,1, -   
CA,,S,COCAINE HYDROCHLORIDE, 87 ," 24,990 ",2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, 79 , 0 ,2007,1, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE HYDROCHLORIDE, 81 , 3 ,2007,1, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
DC,,S,COCAINE HYDROCHLORIDE, 90 , 0 ,2007,1, -   
DC,,S,COCAINE, 82 , 4 ,2007,1, -   
DC,,S,COCAINE, 87 , 3 ,2007,1, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 85 ," 7,633,000 ",2007,1, -   
KS,,S,COCAINE HYDROCHLORIDE, 88 ," 4,005 ",2007,1, -   
KS,,S,COCAINE, 70 , 21 ,2007,1, -   
KS,,S,COCAINE, 71 , 26 ,2007,1, -   
KS,,S,COCAINE, 74 , 3 ,2007,1, -   
MD,,S,COCAINE, 84 , 15 ,2007,1, -   
MD,,S,COCAINE, 82 , 125 ,2007,1, -   
MD,,S,COCAINE, -   , 0 ,2007,1, -   
MD,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
MD,,S,COCAINE, -   , 0 ,2007,1, -   
MD,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
MD,,S,COCAINE, -   , 0 ,2007,1, -   
NJ,,S,COCAINE HYDROCHLORIDE, 63 , 122 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 88 , 944 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 72 , 902 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 81 ," 23,520 ",2007,1, -   
PA,,S,COCAINE, 66 , 13 ,2007,1, -   
PA,,S,COCAINE HYDROCHLORIDE, 88 , 99 ,2007,1, -   
PA,,S,COCAINE, 66 , 80 ,2007,1, -   
PA,,S,COCAINE HYDROCHLORIDE, 81 , 1 ,2007,1, -   
PA,,S,COCAINE, 80 , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 92 ," 4,954 ",2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 78 , 495 ,2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 62 , 0 ,2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 73 , 0 ,2007,1, -   
VA,,S,COCAINE, -   , 0 ,2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 90 , 127 ,2007,1, -   
VA,,S,COCAINE, 93 , 4 ,2007,1, -   
DC,,X,COCAINE, 53 , 0 ,2007,1, -   
AZ,,S,COCAINE HYDROCHLORIDE, 82 ," 23,930 ",2007,1, -   
DC,,S,COCAINE, 85 , 0 ,2007,1, -   
DC,,S,COCAINE, 81 , 0 ,2007,1, -   
DC,,S,COCAINE, 77 , 0 ,2007,1, -   
DC,,S,COCAINE, 79 , 0 ,2007,1, -   
DC,,S,COCAINE, 81 , 0 ,2007,1, -   
DC,,S,COCAINE, 83 , 0 ,2007,1, -   
DC,,S,COCAINE, 84 , 3 ,2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 89 ," 25,590 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 87 ," 1,242 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 2 , 1 ,2007,1, -   
GA,,S,COCAINE, 64 , 119 ,2007,1, -   
GA,,S,COCAINE, 69 , 85 ,2007,1, -   
GA,,S,COCAINE HYDROCHLORIDE, 80 , 32 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 82 , 2 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
TX,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 74 , 278 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 79 , 338 ,2007,1, -   
,IT,S,COCAINE HYDROCHLORIDE, 80 , 2 ,2007,1, -   
,IT,S,COCAINE HYDROCHLORIDE, 93 , 2 ,2007,1, -   
,IT,S,COCAINE HYDROCHLORIDE, 73 , 2 ,2007,1, -   
,IT,S,COCAINE HYDROCHLORIDE, 80 , 2 ,2007,1, -   
,IT,S,COCAINE HYDROCHLORIDE, 77 , 2 ,2007,1, -   
,IT,S,COCAINE HYDROCHLORIDE, 77 , 2 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, 74 , 2 ,2007,1, -   
LA,,S,COCAINE HYDROCHLORIDE, 83 ," 4,995 ",2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 80 ," 6,974 ",2007,1, -   
WA,,S,COCAINE HYDROCHLORIDE, 80 , 157 ,2007,1, -   
DC,,S,COCAINE, 66 , 0 ,2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 79 ," 19,900 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 84 ," 19,730 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
FL,,S,"COCAINE, SALT UNDETERMINED", 15 , 1 ,2007,1, -   
GA,,S,COCAINE, 79 , 69 ,2007,1, -   
GA,,S,COCAINE HYDROCHLORIDE, 49 , 63 ,2007,1, -   
IL,,S,COCAINE HYDROCHLORIDE, 82 , 108 ,2007,1, -   
IL,,S,COCAINE, 74 , 2 ,2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 90 ," 25,050 ",2007,1, -   
OR,,S,COCAINE HYDROCHLORIDE, 79 , 14 ,2007,1, -   
OR,,S,COCAINE HYDROCHLORIDE, 77 , 1 ,2007,1, -   
PA,,S,COCAINE, -   , 0 ,2007,1, -   
FL,,X,COCAINE HYDROCHLORIDE, 86 , 19 ,2007,1, -   
NM,,G,COCAINE HYDROCHLORIDE, 82 , 0 ,2007,1, -   
AZ,,S,COCAINE HYDROCHLORIDE, 85 , 2 ,2007,1, -   
CA,,S,COCAINE HYDROCHLORIDE, 92 ," 20,110 ",2007,1, -   
CA,,S,COCAINE HYDROCHLORIDE, 41 , 1 ,2007,1, -   
DC,,S,COCAINE, 77 , 1 ,2007,1, -   
DC,,S,COCAINE, 90 , 3 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, 75 , 4 ,2007,1, -   
DC,,S,COCAINE, 74 , 0 ,2007,1, -   
DC,,S,COCAINE, 92 , 0 ,2007,1, -   
DC,,S,COCAINE, 97 , 1 ,2007,1, -   
DC,,S,COCAINE, 78 , 0 ,2007,1, -   
DC,,S,COCAINE, 78 , 0 ,2007,1, -   
IL,,S,COCAINE, 33 , 1 ,2007,1, -   
IL,,S,COCAINE, 48 , 10 ,2007,1, -   
KS,,S,COCAINE HYDROCHLORIDE, 75 ," 7,804 ",2007,1, -   
LA,,S,COCAINE, 69 , 949 ,2007,1, -   
MO,,S,COCAINE HYDROCHLORIDE, 38 , 22 ,2007,1, -   
OH,,S,COCAINE, 61 , 34 ,2007,1, -   
OH,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
OH,,S,COCAINE, 62 , 4 ,2007,1, -   
OH,,S,COCAINE HYDROCHLORIDE, 80 ," 16,450 ",2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 92 ," 136,600 ",2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 82 ," 5,904 ",2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 76 , 995 ,2007,1, -   
WV,,S,COCAINE, 78 , 5 ,2007,1, -   
WV,,S,COCAINE, 68 , 65 ,2007,1, -   
TX,,V,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
CA,,S,COCAINE HYDROCHLORIDE, 85 ," 9,018 ",2007,1, -   
DC,,S,COCAINE, 57 , 12 ,2007,1, -   
DC,,S,COCAINE, 76 , 14 ,2007,1, -   
DC,,S,COCAINE HYDROCHLORIDE, 88 , 0 ,2007,1, -   
DC,,S,COCAINE, 73 , 1 ,2007,1, -   
DC,,S,COCAINE, 85 , 1 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE HYDROCHLORIDE, 38 , 0 ,2007,1, -   
DC,,S,COCAINE, 67 , 0 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, 94 , 1 ,2007,1, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 1 ,2007,1, -   
DC,,S,COCAINE, 66 , 0 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
GA,,S,COCAINE HYDROCHLORIDE, 74 , 27 ,2007,1, -   
GA,,S,COCAINE, 80 , 5 ,2007,1, -   
GA,,S,COCAINE, 72 , 107 ,2007,1, -   
IL,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
IN,,S,COCAINE, 54 , 29 ,2007,1, -   
MD,,S,COCAINE, 63 , 0 ,2007,1, -   
MD,,S,COCAINE, 77 , 24 ,2007,1, -   
NY,,S,COCAINE, 71 , 61 ,2007,1, -   
NY,,S,COCAINE, 77 , 3 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 92 , 1 ,2007,1, -   
OH,,S,COCAINE, 72 , 9 ,2007,1, -   
OH,,S,COCAINE, 77 , 2 ,2007,1, -   
OH,,S,COCAINE, 68 , 101 ,2007,1, -   
OH,,S,COCAINE, 77 , 2 ,2007,1, -   
TX,,S,COCAINE, 36 , 69 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 87 ," 9,918 ",2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 83 ," 2,985 ",2007,1, -   
VA,,S,COCAINE HYDROCHLORIDE, 26 , 55 ,2007,1, -   
WA,,S,COCAINE, 68 , 248 ,2007,1, -   
WA,,S,COCAINE, 66 , 36 ,2007,1, -   
WA,,S,COCAINE HYDROCHLORIDE, 83 , 250 ,2007,1, -   
WA,,S,COCAINE HYDROCHLORIDE, 84 , 181 ,2007,1, -   
WA,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
WV,,S,COCAINE, 48 , 24 ,2007,1, -   
WV,,S,COCAINE, 43 , 21 ,2007,1, -   
,PR,G,COCAINE, 53 , 1 ,2007,1, -   
NY,,G,COCAINE, 49 , 5 ,2007,1, -   
MD,,R,COCAINE HYDROCHLORIDE, 79 , 0 ,2007,1, -   
CA,,S,COCAINE, -   , 0 ,2007,1, -   
CT,,S,COCAINE HYDROCHLORIDE, 80 , 15 ,2007,1, -   
CT,,S,COCAINE, 73 , 6 ,2007,1, -   
CT,,S,COCAINE, 79 , 1 ,2007,1, -   
DC,,S,COCAINE, 51 , 0 ,2007,1, -   
DC,,S,COCAINE, 87 , 0 ,2007,1, -   
DC,,S,COCAINE, 86 , 0 ,2007,1, -   
DC,,S,COCAINE, 76 , 1 ,2007,1, -   
DC,,S,COCAINE, 63 , 1 ,2007,1, -   
DC,,S,COCAINE, 57 , 0 ,2007,1, -   
DC,,S,COCAINE, 59 , 2 ,2007,1, -   
IL,,S,COCAINE, 69 , 9 ,2007,1, -   
IL,,S,COCAINE HYDROCHLORIDE, 64 , 13 ,2007,1, -   
KS,,S,COCAINE, 63 , 15 ,2007,1, -   
KY,,S,COCAINE, 49 , 5 ,2007,1, -   
KY,,S,COCAINE, 47 , 7 ,2007,1, -   
MD,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
MI,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
MI,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
MI,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
MI,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
MO,,S,COCAINE HYDROCHLORIDE, 93 , 7 ,2007,1, -   
NJ,,S,COCAINE, 76 , 97 ,2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 74 , 446 ,2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 87 , 936 ,2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 90 ," 1,005 ",2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 86 ," 1,001 ",2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 90 ," 1,004 ",2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 89 ," 1,003 ",2007,1, -   
NM,,S,COCAINE HYDROCHLORIDE, 90 ," 1,006 ",2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 65 ," 1,992 ",2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 57 , 3 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 85 , 302 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 77 , 995 ,2007,1, -   
NY,,S,"COCAINE, SALT UNDETERMINED", 2 , 184 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 87 ," 1,001 ",2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 88 , 684 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 71 , 303 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, 68 , 407 ,2007,1, -   
NY,,S,COCAINE HYDROCHLORIDE, -   , 0 ,2007,1, -   
NY,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
OH,,S,COCAINE, 76 , 180 ,2007,1, -   
OH,,S,COCAINE HYDROCHLORIDE, 89 , 321 ,2007,1, -   
PA,,S,COCAINE, -   , 0 ,2007,1, -   
PA,,S,COCAINE, -   , 0 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 81 , 14 ,2007,1, -   
TX,,S,COCAINE, 67 , 8 ,2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 6,042 ",2007,1, -   
TX,,S,COCAINE HYDROCHLORIDE, 89 ," 3,007 ",2007,1, -   
UT,,S,COCAINE HYDROCHLORIDE, 42 , 104 ,2007,1, -   
UT,,S,COCAINE HYDROCHLORIDE, 80 , 3 ,2007,1, -   
VA,,S,COCAINE, 77 , 5 ,2007,1, -   
WV,,S,COCAINE, 80 , 34 ,2007,1, -   
,PR,S,COCAINE HYDROCHLORIDE, 84 , 1 ,2007,1, -   
,PR,S,COCAINE, 93 , 1 ,2007,1, -   
AZ,,S,COCAINE HYDROCHLORIDE, 93 ," 2,977 ",2007,1, -   
DC,,S,COCAINE, 70 , 0 ,2007,1, -   
DC,,S,COCAINE, 83 , 2 ,2007,1, -   
DC,,S,COCAINE, 79 , 0 ,2007,1, -   
DC,,S,COCAINE, 80 , 0 ,2007,1, -   
DC,,S,COCAINE, -   , 0 ,2007,1, -   
DC,,S,COCAINE, 85 , 0 ,2007,1, -   
DC,,S,COCAINE, 71 , 0 ,2007,1, -   
DC,,S,"COCAINE, SALT UNDETERMINED", -   , 0 ,2007,1, -   
DC,,S,COCAINE, 91 , 1 ,2007,1, -   
DC,,S,COCAINE, 81 , 12 ,2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 89 ," 544,200 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 88 ," 2,604,000 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 90 ," 1,399,000 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 76 ," 1,901,000 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 74 ," 3,451,000 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 78 ," 463,700 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 82 ," 1,007 ",2007,1, -   
FL,,S,COCAINE, 60 ," 27,470 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 90 ," 49,820 ",2007,1, -   
FL,,S,COCAINE HYDROCHLORIDE, 80 ," 4,979 ",2007,1, -   
MD,,S,COCAINE, 75 , 3 ,2007,1, -   
NH,,S,COCAINE, 87 , 1 ,2007,1, -   
NH,,S,COCAINE, 82 , 5 ,2007,1, -   
NH,,S,COCAINE HYDROCHLORIDE, 86 , 2 ,2007,1, -   
NJ,,S,COCAINE HYDROCHLORIDE, 93 ," 9,992 ",2007,1, -   
